"","pID","condition","e0","e10","e20","e30","e40","e50","e60","e70","e80","e90","e100","age","gender","botCheck","actuallyEstimated","beta","value"
"108","82","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.197207207207207,0.250990990990991,0.280900900900901,0.207837837837838,0.00900900900900901,0.00900900900900901,23,"female",1,1,1e-07,0.0630419408102599
"109","83","peaked",0.0245089205262209,0.0245089205262209,0.0245089205262209,0.0245089205262209,0.0245089205262209,0.0245089205262209,0.274824292665345,0.499459362047216,0.0245089205262209,0.0296449810776716,0.0245089205262209,26,"female",1,1,1e-07,0.179836867423461
"110","84","peaked",0.0902702702702703,0.02,0.315045045045045,0.181261261261261,0.117117117117117,0.108108108108108,0.066036036036036,0.036036036036036,0.018018018018018,0.0240540540540541,0.0240540540540541,29,"female",1,1,1e-07,0.267297647411534
"111","85","peaked",0.00900819745968832,0.0380145932798847,0.0320691829564904,0.0528781190883704,0.0336005765246374,0.0810737771371949,0.0958472209710837,0.0651292676335465,0.501486352580849,0.0662102513287091,0.024682461039546,24,"female",1,1,0.399823272242702,0.0273095020355342
"112","87","peaked",0.0177509461164174,0.0159488196071364,0.0118940349612543,0.0127049918904307,0.0112632906830059,0.0488376284015138,0.0899261128131195,0.262750045053163,0.391511984141287,0.124797260767706,0.0126148855649667,37,"female",1,1,0.191821021522315,0.00578360797728041
"113","88","peaked",0.0693693693693694,0.0366666666666667,0.00900900900900901,0.00900900900900901,0.0171171171171171,0.00900900900900901,0.04,0.00900900900900901,0.771441441441441,0.00900900900900901,0.0203603603603604,31,"female",1,1,0.9999999,0.0536506146773168
"114","91","peaked",0.0137862677959993,0.01513786267796,0.0137862677959993,0.0137862677959993,0.0137862677959993,0.0332492340962336,0.0272121102901424,0.01513786267796,0.730131555235177,0.0801045233375383,0.0438817805009912,30,"female",1,1,0.9999999,0.0421608607277444
"115","92","peaked",0.0467567567567568,0.0171171171171171,0.029009009009009,0.0171171171171171,0.0627927927927928,0.0171171171171171,0.0171171171171171,0.0322522522522522,0.726486486486486,0.0171171171171171,0.0171171171171171,32,"female",1,1,0.9999999,0.0401594579260807
"116","93","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0127027027027027,0.387747747747748,0.527477477477477,0.00900900900900901,23,"female",1,1,0.0615081384601219,0.195798781388427
"117","94","peaked",0.0144131159355013,0.0600846770561211,0.0144131159355013,0.0144131159355013,0.0144131159355013,0.045491397171426,0.0367534456355283,0.0144131159355013,0.721286370597243,0.0499054139266733,0.0144131159355013,59,"female",1,1,0.9999999,0.0411584270146184
"118","96","peaked",0.0123423423423423,0.0123423423423423,0.0123423423423423,0.0123423423423423,0.0123423423423423,0.0123423423423423,0.0588288288288288,0.401261261261261,0.441171171171171,0.0123423423423423,0.0123423423423423,20,"female",1,1,0.336595015632782,0.0538002439869078
"119","97","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.233963963963964,0.684954954954955,0.00900900900900901,0.00900900900900901,30,"female",1,1,0.9999999,0.00556492931779898
"120","98","peaked",0.0215295919286551,0.0170254931988109,0.01387262408792,0.0150436897576795,0.0296369696423746,0.0517070534186109,0.102152959192866,0.180163949193766,0.331952076389514,0.143680749482029,0.0932348437077741,40,"female",1,1,0.114026752854733,0.0136248068727538
"121","99","peaked",0.00981628242074928,0.00981628242074928,0.00981628242074928,0.00981628242074928,0.00981628242074928,0.00981628242074928,0.00981628242074928,0.184167867435159,0.727485590778098,0.00981628242074928,0.00981628242074928,18,"female",1,1,0.9999999,0.00703954109969503
