"","n","a","b","gamma","beta","subn","id","x","prior","posterior","infbeta","infgamma","value"
"45",1,0.01,0.01,5,0.001,5,5,0,0.438898261735246,0,5.50823600481268e-05,4.99988667484298,3.74683410020787e-10
"46",1,0.01,0.01,5,0.001,5,5,0.1,0.0238484786402278,8.14654723662247e-16,5.50823600481268e-05,4.99988667484298,3.74683410020787e-10
"47",1,0.01,0.01,5,0.001,5,5,0.2,0.0135112329154958,4.73981573449263e-10,5.50823600481268e-05,4.99988667484298,3.74683410020787e-10
"48",1,0.01,0.01,5,0.001,5,5,0.3,0.0103326622570888,8.08372827065804e-07,5.50823600481268e-05,4.99988667484298,3.74683410020787e-10
"49",1,0.01,0.01,5,0.001,5,5,0.4,0.00905859458800361,0.000117936001289081,5.50823600481268e-05,4.99988667484298,3.74683410020787e-10
"50",1,0.01,0.01,5,0.001,5,5,0.5,0.00870153972787574,0.00411091712160865,5.50823600481268e-05,4.99988667484298,3.74683410020787e-10
"51",1,0.01,0.01,5,0.001,5,5,0.6,0.00905859458800361,0.0516434544204377,5.50823600481268e-05,4.99988667484298,3.74683410020787e-10
"52",1,0.01,0.01,5,0.001,5,5,0.7,0.0103326622570888,0.26746286107098,5.50823600481268e-05,4.99988667484298,3.74683410020787e-10
"53",1,0.01,0.01,5,0.001,5,5,0.8,0.0135112329154958,0.508933839217801,5.50823600481268e-05,4.99988667484298,3.74683410020787e-10
"54",1,0.01,0.01,5,0.001,5,5,0.9,0.0238484786402279,0.167730183321073,5.50823600481268e-05,4.99988667484298,3.74683410020787e-10
"55",1,0.01,0.01,5,0.001,5,5,1,0.438898261735246,0,5.50823600481268e-05,4.99988667484298,3.74683410020787e-10
"56",1,0.01,0.01,10,0.001,6,6,0,0.438898261735246,0,4.13841144410982e-05,9.99997518544145,1.18752501988228e-10
"57",1,0.01,0.01,10,0.001,6,6,0.1,0.0238484786402278,1.83632453150333e-30,4.13841144410982e-05,9.99997518544145,1.18752501988228e-10
"58",1,0.01,0.01,10,0.001,6,6,0.2,0.0135112329154958,6.2169105016365e-19,4.13841144410982e-05,9.99997518544145,1.18752501988228e-10
"59",1,0.01,0.01,10,0.001,6,6,0.3,0.0103326622570888,1.80838255885802e-12,4.13841144410982e-05,9.99997518544145,1.18752501988228e-10
"60",1,0.01,0.01,10,0.001,6,6,0.4,0.00905859458800361,3.84915842086973e-08,4.13841144410982e-05,9.99997518544145,1.18752501988228e-10
"61",1,0.01,0.01,10,0.001,6,6,0.5,0.00870153972787574,4.67683597195292e-05,4.13841144410982e-05,9.99997518544145,1.18752501988228e-10
"62",1,0.01,0.01,10,0.001,6,6,0.6,0.00905859458800361,0.00738080204356945,4.13841144410982e-05,9.99997518544145,1.18752501988228e-10
"63",1,0.01,0.01,10,0.001,6,6,0.7,0.0103326622570888,0.197967486288415,4.13841144410982e-05,9.99997518544145,1.18752501988228e-10
"64",1,0.01,0.01,10,0.001,6,6,0.8,0.0135112329154958,0.716760980955284,4.13841144410982e-05,9.99997518544145,1.18752501988228e-10
"65",1,0.01,0.01,10,0.001,6,6,0.9,0.0238484786402279,0.0778439238596196,4.13841144410982e-05,9.99997518544145,1.18752501988228e-10
"66",1,0.01,0.01,10,0.001,6,6,1,0.438898261735246,0,4.13841144410982e-05,9.99997518544145,1.18752501988228e-10
"67",1,0.01,0.01,20,0.001,7,7,0,0.438898261735246,0,0.00277496698528116,19.9996938172003,1.28866723462757e-11
"68",1,0.01,0.01,20,0.001,7,7,0.1,0.0238484786402278,6.03110701795959e-60,0.00277496698528116,19.9996938172003,1.28866723462757e-11
"69",1,0.01,0.01,20,0.001,7,7,0.2,0.0135112329154958,6.9134816778387e-37,0.00277496698528116,19.9996938172003,1.28866723462757e-11
"70",1,0.01,0.01,20,0.001,7,7,0.3,0.0103326622570888,5.84983212470229e-24,0.00277496698528116,19.9996938172003,1.28866723462757e-11
"71",1,0.01,0.01,20,0.001,7,7,0.4,0.00905859458800361,2.65033301880236e-15,0.00277496698528116,19.9996938172003,1.28866723462757e-11
"72",1,0.01,0.01,20,0.001,7,7,0.5,0.00870153972787574,3.91268476768266e-09,0.00277496698528116,19.9996938172003,1.28866723462757e-11
"73",1,0.01,0.01,20,0.001,7,7,0.6,0.00905859458800361,9.74486866912889e-05,0.00277496698528116,19.9996938172003,1.28866723462757e-11
"74",1,0.01,0.01,20,0.001,7,7,0.7,0.0103326622570888,0.0701052465165398,0.00277496698528116,19.9996938172003,1.28866723462757e-11
"75",1,0.01,0.01,20,0.001,7,7,0.8,0.0135112329154958,0.918959339452922,0.00277496698528116,19.9996938172003,1.28866723462757e-11
"76",1,0.01,0.01,20,0.001,7,7,0.9,0.0238484786402279,0.0108379614311595,0.00277496698528116,19.9996938172003,1.28866723462757e-11
"77",1,0.01,0.01,20,0.001,7,7,1,0.438898261735246,0,0.00277496698528116,19.9996938172003,1.28866723462757e-11
"78",1,0.01,0.01,30,0.001,8,8,0,0.438898261735246,0,0.207006880214815,29.9401022895602,4.21585267356507e-09
"79",1,0.01,0.01,30,0.001,8,8,0.1,0.0238484786402278,1.64446837325801e-89,0.207006880214815,29.9401022895602,4.21585267356507e-09
"80",1,0.01,0.01,30,0.001,8,8,0.2,0.0135112329154958,6.382633523837e-55,0.207006880214815,29.9401022895602,4.21585267356507e-09
"81",1,0.01,0.01,30,0.001,8,8,0.3,0.0103326622570888,1.57100435265809e-35,0.207006880214815,29.9401022895602,4.21585267356507e-09
"82",1,0.01,0.01,30,0.001,8,8,0.4,0.00905859458800361,1.51501174756015e-22,0.207006880214815,29.9401022895602,4.21585267356507e-09
"83",1,0.01,0.01,30,0.001,8,8,0.5,0.00870153972787574,2.71755581495963e-13,0.207006880214815,29.9401022895602,4.21585267356507e-09
"84",1,0.01,0.01,30,0.001,8,8,0.6,0.00905859458800361,1.06814279515209e-06,0.207006880214815,29.9401022895602,4.21585267356507e-09
"85",1,0.01,0.01,30,0.001,8,8,0.7,0.0103326622570888,0.0206104780346072,0.207006880214815,29.9401022895602,4.21585267356507e-09
"86",1,0.01,0.01,30,0.001,8,8,0.8,0.0135112329154958,0.978135741426125,0.207006880214815,29.9401022895602,4.21585267356507e-09
"87",1,0.01,0.01,30,0.001,8,8,0.9,0.0238484786402279,0.00125271239620094,0.207006880214815,29.9401022895602,4.21585267356507e-09
"88",1,0.01,0.01,30,0.001,8,8,1,0.438898261735246,0,0.207006880214815,29.9401022895602,4.21585267356507e-09
"89",1,0.01,0.01,40,0.001,9,9,0,0.438898261735246,0,0.796370262952371,39.3739429544906,7.56094190507907e-09
"90",1,0.01,0.01,40,0.001,9,9,0.1,0.0238484786402278,4.28126127853979e-119,0.796370262952371,39.3739429544906,7.56094190507907e-09
"91",1,0.01,0.01,40,0.001,9,9,0.2,0.0135112329154958,5.62627192718995e-73,0.796370262952371,39.3739429544906,7.56094190507907e-09
"92",1,0.01,0.01,40,0.001,9,9,0.3,0.0103326622570888,4.02836756314807e-47,0.796370262952371,39.3739429544906,7.56094190507907e-09
"93",1,0.01,0.01,40,0.001,9,9,0.4,0.00905859458800361,8.26892914321105e-30,0.796370262952371,39.3739429544906,7.56094190507907e-09
"94",1,0.01,0.01,40,0.001,9,9,0.5,0.00870153972787574,1.80218679237262e-17,0.796370262952371,39.3739429544906,7.56094190507907e-09
"95",1,0.01,0.01,40,0.001,9,9,0.6,0.00905859458800361,1.11789331000647e-08,0.796370262952371,39.3739429544906,7.56094190507907e-09
"96",1,0.01,0.01,40,0.001,9,9,0.7,0.0103326622570888,0.005785532341661,0.796370262952371,39.3739429544906,7.56094190507907e-09
"97",1,0.01,0.01,40,0.001,9,9,0.8,0.0135112329154958,0.994076204020048,0.796370262952371,39.3739429544906,7.56094190507907e-09
"98",1,0.01,0.01,40,0.001,9,9,0.9,0.0238484786402279,0.000138252459357358,0.796370262952371,39.3739429544906,7.56094190507907e-09
"99",1,0.01,0.01,40,0.001,9,9,1,0.438898261735246,0,0.796370262952371,39.3739429544906,7.56094190507907e-09
"100",1,0.01,0.01,50,0.001,10,10,0,0.438898261735246,0,0.9999999,47.9752574111083,1.0663465390434e-09
"101",1,0.01,0.01,50,0.001,10,10,0.1,0.0238484786402278,1.10147231277869e-148,0.9999999,47.9752574111083,1.0663465390434e-09
"102",1,0.01,0.01,50,0.001,10,10,0.2,0.0135112329154958,4.90114072679342e-91,0.9999999,47.9752574111083,1.0663465390434e-09
"103",1,0.01,0.01,50,0.001,10,10,0.3,0.0103326622570888,1.020790070442e-58,0.9999999,47.9752574111083,1.0663465390434e-09
"104",1,0.01,0.01,50,0.001,10,10,0.4,0.00905859458800361,4.46003415989634e-37,0.9999999,47.9752574111083,1.0663465390434e-09
"105",1,0.01,0.01,50,0.001,10,10,0.5,0.00870153972787574,1.1810730967682e-21,0.9999999,47.9752574111083,1.0663465390434e-09
"106",1,0.01,0.01,50,0.001,10,10,0.6,0.00905859458800361,1.15618423519491e-10,0.9999999,47.9752574111083,1.0663465390434e-09
"107",1,0.01,0.01,50,0.001,10,10,0.7,0.0103326622570888,0.00160492311135642,0.9999999,47.9752574111083,1.0663465390434e-09
"108",1,0.01,0.01,50,0.001,10,10,0.8,0.0135112329154958,0.998379998555621,0.9999999,47.9752574111083,1.0663465390434e-09
"109",1,0.01,0.01,50,0.001,10,10,0.9,0.0238484786402279,1.50782174038356e-05,0.9999999,47.9752574111083,1.0663465390434e-09
"110",1,0.01,0.01,50,0.001,10,10,1,0.438898261735246,0,0.9999999,47.9752574111083,1.0663465390434e-09
"111",1,0.01,0.01,0.01,0.01,11,11,0,0.438898261735246,0,0.0100317235254556,0.0100020383479782,1.74036242561194e-12
"112",1,0.01,0.01,0.01,0.01,11,11,0.1,0.0238484786402278,0.105878552154335,0.0100317235254556,0.0100020383479782,1.74036242561194e-12
"113",1,0.01,0.01,0.01,0.01,11,11,0.2,0.0135112329154958,0.108602513927659,0.0100317235254556,0.0100020383479782,1.74036242561194e-12
"114",1,0.01,0.01,0.01,0.01,11,11,0.3,0.0103326622570888,0.110192092564525,0.0100317235254556,0.0100020383479782,1.74036242561194e-12
"115",1,0.01,0.01,0.01,0.01,11,11,0.4,0.00905859458800361,0.111279995168459,0.0100317235254556,0.0100020383479782,1.74036242561194e-12
"116",1,0.01,0.01,0.01,0.01,11,11,0.5,0.00870153972787574,0.112068735965258,0.0100317235254556,0.0100020383479782,1.74036242561194e-12
"117",1,0.01,0.01,0.01,0.01,11,11,0.6,0.00905859458800361,0.112641865900527,0.0100317235254556,0.0100020383479782,1.74036242561194e-12
"118",1,0.01,0.01,0.01,0.01,11,11,0.7,0.0103326622570888,0.113028960630679,0.0100317235254556,0.0100020383479782,1.74036242561194e-12
"119",1,0.01,0.01,0.01,0.01,11,11,0.8,0.0135112329154958,0.113214402310856,0.0100317235254556,0.0100020383479782,1.74036242561194e-12
"120",1,0.01,0.01,0.01,0.01,11,11,0.9,0.0238484786402279,0.113092881377702,0.0100317235254556,0.0100020383479782,1.74036242561194e-12
"121",1,0.01,0.01,0.01,0.01,11,11,1,0.438898261735246,0,0.0100317235254556,0.0100020383479782,1.74036242561194e-12
"122",1,0.01,0.01,0.1,0.01,12,12,0,0.438898261735246,0,0.0100050224366647,0.100001323882127,5.33034378709529e-13
"123",1,0.01,0.01,0.1,0.01,12,12,0.1,0.0238484786402278,0.066596747703192,0.0100050224366647,0.100001323882127,5.33034378709529e-13
"124",1,0.01,0.01,0.1,0.01,12,12,0.2,0.0135112329154958,0.0867465030832144,0.0100050224366647,0.100001323882127,5.33034378709529e-13
"125",1,0.01,0.01,0.1,0.01,12,12,0.3,0.0103326622570888,0.10063200059122,0.0100050224366647,0.100001323882127,5.33034378709529e-13
"126",1,0.01,0.01,0.1,0.01,12,12,0.4,0.00905859458800361,0.111161784110242,0.0100050224366647,0.100001323882127,5.33034378709529e-13
"127",1,0.01,0.01,0.1,0.01,12,12,0.5,0.00870153972787574,0.119339489675961,0.0100050224366647,0.100001323882127,5.33034378709529e-13
"128",1,0.01,0.01,0.1,0.01,12,12,0.6,0.00905859458800361,0.125540220224818,0.0100050224366647,0.100001323882127,5.33034378709529e-13
"129",1,0.01,0.01,0.1,0.01,12,12,0.7,0.0103326622570888,0.129756505890617,0.0100050224366647,0.100001323882127,5.33034378709529e-13
"130",1,0.01,0.01,0.1,0.01,12,12,0.8,0.0135112329154958,0.131483111810073,0.0100050224366647,0.100001323882127,5.33034378709529e-13
"131",1,0.01,0.01,0.1,0.01,12,12,0.9,0.0238484786402279,0.128743636910661,0.0100050224366647,0.100001323882127,5.33034378709529e-13
